Xt,Yt,Zt,THETAt,Xf,Yf,Zf,THETAf
-0.12078026658879003,0.4508898496936282,0.498,-1.545707218797478,0.083,0.427,0.505,-0.31999999999999973
-0.14093797156838977,0.44503756478481993,0.498,-1.4966198335851375,0.066,0.431,0.505,-0.31999999999999973
-0.14892602643319983,0.4423518691358693,0.499,-1.473712387152712,0.057,0.433,0.505,-0.36000000000000004
-0.15865427019180162,0.43839115307446264,0.499,-1.4486232791552935,0.047,0.434,0.505,-0.4000000000000001
-0.1746366905210523,0.43338715275299766,0.499,-1.4082625402029247,0.032,0.435,0.503,-0.36000000000000004
-0.189778777046019,0.42697364661729037,0.499,-1.3700834628155487,0.022,0.435,0.503,-0.4000000000000001
-0.1952621852547562,0.4250308872619376,0.499,-1.3569934934255912,0.013,0.436,0.503,-0.36
-0.21506092506029115,0.41567556334008454,0.5,-1.3046336158657614,-0.006,0.436,0.503,-0.36000000000000004
-0.22733009665295786,0.4097066645870624,0.5,-1.2740903539558606,-0.01,0.436,0.503,-0.16
-0.23741862481839243,0.40479193788212864,0.5,-1.246819584393449,-0.018,0.435,0.503,-0.31999999999999995
-0.2569201282624305,0.39478588180785756,0.501,-1.1966413683986121,-0.027,0.435,0.503,-0.36000000000000004
-0.2670526895533385,0.38947428682811736,0.501,-1.1715522604011936,-0.045,0.433,0.503,-0.36000000000000004
-0.28571187141541576,0.37841006336455457,0.501,-1.1224648751888533,-0.064,0.431,0.504,-0.36000000000000004
-0.29457665236401953,0.37250488281934335,0.501,-1.0973757671914346,-0.074,0.43,0.505,-0.3999999999999998
-0.30400556609086293,0.36558598943168785,0.501,-1.0733774899765127,-0.084,0.428,0.505,-0.40000000000000036
-0.3135038051938157,0.3603948285203273,0.501,-1.0488337973703423,-0.105,0.423,0.506,-0.43999999999999984
-0.3323410649787979,0.3463636545375373,0.501,-0.9992009967667536,-0.114,0.422,0.508,-0.3600000000000003
-0.34298172469327404,0.340306412194516,0.501,-0.9730210579868387,-0.123,0.42,0.509,-0.35999999999999976
-0.3511774099149586,0.3332737857777585,0.502,-0.9479319499894202,-0.133,0.417,0.509,-0.40000000000000036
-0.36932801981861507,0.31855598286654674,0.502,-0.897208318603335,-0.15,0.409,0.504,-0.39999999999999925
-0.37597566339028876,0.3131155550916423,0.5,-0.8726646259971648,-0.157,0.405,0.504,-0.28000000000000025
-0.384487790034718,0.305513624531837,0.5,-0.8481209333909945,-0.167,0.402,0.504,-0.40000000000000036
